"value" "x" "y" "rbio1" "rbio2" "rbio3" "rbio4" "rbio5" "rbio6" "rbio7" "rbio8" "rbio9" "rbio10" "rbio11" "rbio12" "rbio13" "rbio14" "rbio15" "rbio16" "rbio17" "rbio18" "rbio19" "ph" "nitrogen" "soc"
"152" 152 4550000 4950000 0.991218831110824 5.64103251604782 23.8311824420396 669.575826093403 13.4781400681627 -10.2706899747286 23.7488300428913 2.9379896748134 1.41778782072017 9.82161975926665 -6.32457787516818 1019.71095884493 128.252576155089 50.8706384316449 27.808004619003 335.573995470626 165.75312792977 232.982769381498 278.163681370504 29.6091753419809 698.254553474644 1560.8256941198
"153" 153 4650000 4950000 -1.17214097017846 6.85147969620418 23.487149766413 821.865241061008 14.1853050735427 -14.922239833122 29.1075449066647 6.23127249732127 -4.27209431993565 9.53101105390527 -10.4223099706853 727.075431942342 99.9625099737175 37.0178295746878 31.8084385966481 250.602069692338 120.169431165243 220.834897951745 176.42624009249 45.7510553031154 550.748438376426 1432.61074827353
"154" 154 4750000 4950000 -1.4253155976936 8.06214279302795 23.9551690051403 942.452955996422 16.1051246908794 -17.5166033288164 33.6217280196958 10.5905297723474 -7.57968090344247 10.7359361411194 -12.3790836102617 568.604250867319 87.8680981483003 28.2892229342714 38.3405520274137 217.975247789963 90.365353422761 217.303595906699 106.320833526436 46.0815663365467 511.085469277199 1384.30808872509
"155" 155 4850000 4950000 -0.592770954333639 8.46877749481989 23.9135690069102 988.213351205013 17.4405582181923 -17.9838194142725 35.4243776324648 11.6466234182158 -7.11819260946962 12.1279528114226 -12.3312003826209 538.045767657908 79.1161199843401 27.0325712653658 36.8418364534206 204.55501556905 85.8433231476952 203.48221420569 97.4006119412595 45.3466962216409 513.943939839583 1395.48718931341
"156" 156 4950000 4950000 -0.334574979328832 8.40139374684278 23.3532524511101 1004.79712296252 17.7802993450647 -18.1887664344999 35.9690657795646 11.8289172204438 -6.80479832515776 12.582815320712 -12.3898456064796 551.62385967142 74.6615293950507 28.9147473471139 33.3223126905831 201.059391037825 91.697311155395 198.719284738072 102.708114701756 45.5042472443956 506.211752270132 1359.15790687374
"157" 157 5050000 4950000 -0.428917573910555 8.25275967874883 23.0327587863576 999.248502914863 17.5426143396858 -18.2781189919741 35.8207333316599 12.0897475410755 -7.02976975625627 12.4609641618367 -12.4065125024062 557.898782254345 73.3780994550041 29.1373947061269 32.2514254323913 200.610795322708 91.4717855991515 199.225046298297 104.032004989818 45.2350977887598 499.288263267538 1298.38152530872
"158" 158 5150000 4950000 -0.553408921430126 8.06796858054725 22.5305485736464 995.999897814504 17.1945591223575 -18.605581605481 35.8001407278384 12.1856743945503 -7.36088828612531 12.2457207019383 -12.5274905606675 561.763716337318 74.8297164059611 28.44197717925 32.6890753805262 203.530000258685 89.3899422476677 203.485797341755 101.599688182468 43.740558745188 504.544412165189 1311.72620414922
"159" 159 5250000 4950000 -0.243452032780771 6.96195724450555 19.8888978950544 989.409722703005 16.9059829325595 -17.8932614273398 34.7992443598993 11.8227670502204 -7.19297297617147 12.3792391461596 -12.2179334307566 552.043389759255 73.6498307441161 26.6133123378286 33.7448717178991 200.811419896401 84.8358709628707 199.532704367291 96.6086622025714 38.2363736131827 589.5290026265 1523.40837683772
"184" 184 4450000 4850000 2.53508178477453 5.0727395891417 23.4141338853262 615.256335611879 13.6331856845218 -8.04075274670935 21.6739384312312 2.28554381476205 4.40870872481274 10.5714877400631 -4.29240671360188 1499.8021349168 178.847686641202 73.8336209564507 28.4287200582707 487.131809534965 237.524530305463 321.901012380666 415.406003323364 15.8840809752906 931.978821151558 1784.32258199146
"185" 185 4550000 4850000 0.039713538807417 6.2414336524644 23.8372269701065 735.24399441461 13.4792069205646 -12.6796675526967 26.1588744732613 4.54769219404144 -0.30506033783401 9.57605975472201 -8.28508362210708 1034.09324197346 127.900527274931 50.5018477803494 28.6092110395118 338.81667067843 166.259479475201 260.643934119591 277.668694906515 39.9563353293536 723.827166302864 1567.65597925497
"186" 186 4650000 4850000 -1.44990588081785 7.53696797392568 23.6851669633932 892.389783390015 14.8674188643304 -16.9623784707448 31.8297973350753 8.84174251537297 -5.61772546080346 9.98569272370979 -11.8480893597528 650.004876658347 92.626011365064 31.6364210090778 33.5900206797566 231.966425958651 104.452304097796 224.330301854355 143.734130734472 46.3230925592228 574.484880561318 1440.47495079436
"187" 187 4750000 4850000 -0.598206511632767 8.39799393942353 24.0729962615263 970.191959095986 17.0750117145007 -17.7845787591756 34.8595904736763 11.5389296972962 -6.92552641512916 11.8113505547211 -12.0984021891288 579.318773195939 87.106697959302 28.3556792545464 37.3738345781497 220.638003223002 90.1367911999076 220.033850071915 106.49943371953 43.860893129482 551.508352975817 1449.87672300841
"188" 188 4850000 4850000 0.435570147040452 8.43048931115803 24.0233562481303 975.976954729317 18.0409955292222 -17.017372228189 35.0583677574111 11.9661559874744 -5.91764253130965 12.9671329604694 -11.1986407319492 558.047146217541 75.3914875810289 28.570507436027 32.572322381066 201.336684475713 91.0125825918378 196.603831422026 106.913537350301 41.0367115207801 583.1005245419 1527.1614821874
"189" 189 4950000 4850000 0.711402861930524 8.05358158088364 23.1033492669403 978.022166167091 18.1317982497584 -16.7733134441538 34.9051116939122 11.5437504100836 -5.11355047765618 13.2955371818682 -10.9977936470051 573.268347719763 70.3978695035504 30.5688702277047 28.3867275004541 195.342583257429 97.8878952852306 186.42768164594 115.673367474458 36.2854649884682 625.84244488598 1608.28702553239
"190" 190 5050000 4850000 0.52654310496279 8.04795104674568 22.9957238370645 977.896981380457 17.9351699763898 -17.1340846000261 35.0692545764159 12.1202493743456 -5.58712139505981 13.1540004617978 -11.1756836725418 590.470765451308 73.3997104179847 30.3841012099733 29.5406729977365 203.83554014725 97.0177966853531 199.526328937998 116.49375660259 39.4346647926633 601.220916081477 1550.77708422479
"191" 191 5150000 4850000 0.239637358206479 8.0459558026148 22.6735341267958 986.769033418662 17.7174273702993 -17.7698153879398 35.4872427582391 12.4615537011297 -6.56215022821468 12.9418535950045 -11.6082674897754 590.579423428558 75.6460017050556 29.8040946554261 31.0553132319967 208.510868066481 94.3433884663208 207.899898497645 110.921723025566 42.4666563692756 554.032165708558 1475.38981003513
"192" 192 5250000 4850000 0.206786279138672 7.24650230928158 20.5200988253125 994.602958801278 17.3612191974116 -17.8329079256834 35.194127123095 11.9409991942765 -6.80447098699462 12.9250224189655 -11.8291276308851 571.601295076842 74.4904395431697 27.9849312564939 33.3311277207528 206.4874149781 88.6324501846976 205.241920219825 101.051116331606 39.4981825658654 562.8259383354 1563.67059587124
"217" 217 4450000 4750000 2.11697665004451 5.42172191401049 23.2865128609951 657.343437001777 13.9280013576362 -9.25675344051567 23.1847547981519 2.61990043375555 3.64017590616654 10.6753639296647 -5.288241033193 1405.54242494497 164.416343062091 68.7632512372639 27.030235849565 450.368311135285 228.657156804005 311.747823114259 392.966159294484 26.3526641029457 901.121346031079 1764.87941346311
"218" 218 4550000 4750000 -0.0328108207110225 6.72483410898839 24.0395054087128 778.036778401146 14.0450713636442 -13.8158311749443 27.8609025385884 5.5137240245899 -1.02384403302567 9.98544775222103 -9.06048414650589 1006.73013437935 124.931307510403 47.9904871284455 29.4732894549717 331.131199861204 162.204979527005 269.868919344904 264.52582769238 46.5008772506701 751.617223691236 1587.7958344882
"219" 219 4650000 4750000 -0.709327884324256 7.94664760081523 24.2753055970546 906.87442135962 15.6719324463014 -17.0751967929451 32.7471292392465 10.5239458845226 -5.51027473888999 10.8641130946613 -11.4735576741845 650.134427083616 95.537822116302 30.7646375022859 35.362183881937 237.938127138725 101.813924705382 235.939718159421 133.694533364217 44.826841491059 615.302142357258 1463.2864703517
"220" 220 4750000 4750000 0.313398848128455 8.49431564792549 24.6559649048226 946.370182315664 17.4130406068743 -17.0374284374381 34.4504690443123 11.8943628266749 -5.99020489579756 12.4382214611482 -10.9582476126514 588.723982958688 87.5223114542485 28.4013577387837 36.8326969786243 222.065460003391 90.488189420269 220.784691398081 107.264904502254 43.0372310117088 564.801802573908 1471.63581208297
"221" 221 4850000 4750000 1.15860927207752 8.33673442071984 24.4247025904364 940.410908349252 18.1458058544993 -15.9235685440366 34.0693743985359 11.9274360076595 -5.1465143541974 13.2634363806271 -10.0180634449649 568.569778334706 75.6060341544472 28.6482325739325 32.0446474794651 202.548038579891 91.6184699822257 196.129084962108 109.567046320012 30.3153317585924 603.791765649564 1577.59218391577
"222" 222 4950000 4750000 1.55788638049817 7.7223253671308 23.0519300150333 936.382692587228 18.2556686230771 -15.3041461678517 33.5598147909288 11.4685872392556 -4.40559108896215 13.6219014544248 -9.6047715299455 554.838842271569 65.9603662235506 28.8968136257408 27.8993046182871 186.254613036129 92.8962713278128 174.049651162645 114.898013720145 18.7531550353637 765.975580773721 1825.27496918836
"223" 223 5050000 4750000 1.44972236070523 8.03069074435473 23.4736213005545 946.098462973652 18.2909812732463 -15.9936646581734 34.2846459314197 12.7053038791227 -4.90678690929252 13.631703532641 -9.88774734016907 573.968145288401 72.6232364928918 28.0269232979632 31.1795835561735 201.682020247242 90.2535742222253 197.889512959415 112.956941646754 32.3805795268685 730.867594220997 1777.65446727898
"224" 224 5150000 4750000 1.20521669553215 7.95788755067191 22.9367262994278 963.65740416158 18.1728012666515 -16.5172309025921 34.6900321692436 12.9319743907249 -5.56602377703915 13.585909365778 -10.3794002683817 601.321359103572 77.3514883907402 29.7382055460521 31.7151230215421 213.426284996895 94.1120214010146 212.418553845864 113.949798827986 42.9106260782162 633.711912301648 1648.1762621243
"225" 225 5250000 4750000 0.920801547135173 7.40291728648312 21.1992998719258 982.323043153002 17.8991812513608 -17.0046498571557 34.9038311085165 12.1475100371393 -6.04046724244483 13.5075115178305 -10.9517222364517 604.151507382969 77.7223064982839 30.0557106876342 32.6365404463954 216.612261381264 94.1662923616312 214.580186105767 109.779497549561 41.2304938775572 568.680067586232 1594.48339321185
"226" 226 5350000 4750000 0.882003903148913 6.26163727901559 18.0981658475756 994.828235062308 17.5007300971437 -16.9787567813605 34.4794868785042 12.2990842735088 -7.9880126505314 13.5923535833088 -11.2011967327832 571.150755115682 75.8006473228373 26.04639162798 36.1268259486232 210.337372612835 83.9631703759733 208.747958425379 95.3817771007752 42.1031973021151 603.004454582711 1656.87768094392
"249" 249 4350000 4650000 4.76908955656622 5.13031422523112 24.2344611148 599.250446075908 15.5801694699444 -5.52599045431087 21.1061599242553 5.00642183599623 6.80779524631748 12.6231671545326 -1.8511006358794 1429.62401861072 165.987792271455 72.0341907838471 25.8243852138102 457.305271158074 246.353260832351 303.971079851648 403.159315257753 13.3067160941123 948.804923994752 1920.85746992536
"250" 250 4450000 4650000 2.45876874555118 5.96563009712786 24.4776592130592 675.5136776392 14.7497841519064 -9.52177782973701 24.2715619816434 4.45593920071744 3.38288712083862 11.2866988860301 -5.18726234266498 1190.01808424508 137.932852427473 58.5290214232542 25.8361974244221 378.377000066704 202.480970886802 277.39687866202 325.799578682986 37.1104421647059 824.740630518228 1749.04756616255
"251" 251 4550000 4650000 0.541284368540395 7.23371226865892 25.0591609645241 789.135207324941 14.9102246596217 -13.8890382973324 28.7992629569541 7.44334316855731 -1.49441827258199 10.7339139063438 -8.69228921169415 864.375605070401 109.082076622169 41.6919770150047 29.6505945937615 288.453881063978 142.109957474586 255.006474071566 210.652548852613 46.5526167348792 687.740904522659 1563.17281884215
"252" 252 4650000 4650000 0.399432699102932 8.18636399643553 25.3216568911595 879.702787372661 16.3224427575391 -16.0060221612633 32.3284649188024 11.3948290403727 -4.73808079501807 11.6667563191229 -10.0796747496964 661.785298803912 97.2145093339974 31.8430679744827 35.6016484465766 244.641376476324 103.510894717891 243.554740667735 130.901028855024 44.3003206146849 609.725473182957 1494.06762148694
"253" 253 4750000 4650000 1.16488121750211 8.41895563007435 25.3934631415034 899.111030753628 17.4322498456062 -15.7239625714173 33.1562124170236 11.8200608058807 -5.0059772743635 12.722181373185 -9.5180411515967 612.001133567373 88.5822751171452 29.7244924871669 35.345606528136 226.345688282979 95.826999149938 223.408723455393 113.822558295283 43.7409265346663 573.658968810059 1515.23382915294
"254" 254 4850000 4650000 1.86340945324192 8.14298399506177 24.9768809998622 887.490552289005 17.885347159267 -14.640343283585 32.525690442852 11.1256738409558 -4.45286831515661 13.3224146730105 -8.61272350471839 598.467624925547 79.4769926683765 29.8488146916073 32.0245637008165 211.317937512111 96.557388273428 203.583203907283 115.247551642369 23.8609026957406 586.493543963566 1580.40729637601
"255" 255 4950000 4650000 2.57028568053444 7.68152386931832 23.5942655423646 880.801236436568 18.4715389629749 -13.9634540910417 32.4349930540166 11.540648233479 -4.06607333174605 13.9244482136866 -7.88678656524093 532.785669553467 68.3118346400535 25.7336978434652 32.3986748665269 189.275436211496 82.7052518539103 180.900142896399 102.692861281067 15.3238908119464 796.888402197454 1865.70790245525
"256" 256 5050000 4650000 2.20496683082387 8.02978342442334 23.7816258806627 912.95471705429 18.7170442432043 -15.0228670185905 33.7399112617948 13.3267753080633 -4.41155042065578 13.927650235797 -8.74698680089398 555.747468826783 74.0675073253726 26.3122988727806 34.1381116012361 203.392614704575 84.1964778435124 201.520910869538 103.281836007561 34.5119648693236 727.720262232718 1725.60366697899
"257" 257 5150000 4650000 1.94385956043427 7.85602815448637 22.9731784452585 942.330929807036 18.6565710279696 -15.5317573305104 34.18832835848 13.7187550669011 -4.76041955563678 14.0065367011704 -9.4212072023457 605.186374723349 79.807771526655 29.7157089636995 33.156141995793 218.93656500512 93.8056120719881 218.444835784164 112.718013261998 42.2263171184453 631.616173717139 1567.03461323124
"258" 258 5250000 4650000 1.69168367009237 7.58393600437334 21.8762883781508 967.02990020437 18.5525348083449 -16.1145232962918 34.6670581046367 13.296434855234 -5.17644076856588 14.0397472057841 -10.0398384655496 632.825090171073 81.3646758915498 32.1108171035136 31.8818288193277 225.016853117783 99.7930806424482 223.778156997085 119.174588538345 40.6410833174187 552.272561029848 1454.06233089066
"259" 259 5350000 4650000 1.42714819614494 6.96493255938976 19.8759222841409 984.524746516879 18.3179793352867 -16.6871555528287 35.0051348881154 12.8894901771382 -6.66846983293057 13.982156036901 -10.5656111459336 615.994246670877 80.157572199522 29.6458548365582 34.0126225808622 221.808142659866 94.0298193261649 220.402995596743 110.782458231695 41.4326611886363 525.10556713563 1434.21801842023
"281" 281 4250000 4550000 5.68958997626789 5.42629663761609 28.4398670611474 514.521072480458 15.2231347769828 -3.80695721526868 19.0300919922515 4.82897201203583 7.18219417711868 12.3047006008876 -0.0731938626307558 1264.69870886063 148.330133483173 59.733418385766 27.8247715227004 412.551948517173 208.356640075001 275.853316962126 359.213391782013 8.47411830598863 854.388021555552 1773.24487101852
"282" 282 4350000 4550000 4.41195556391962 5.88825891013992 26.7785908761333 603.211919455871 15.4551931079117 -6.55608905038018 22.0112821582919 6.10964313073688 5.18871295989184 12.2720072071341 -2.31092614170098 1226.89497988151 140.972936833158 62.5851091590705 25.2993828483176 390.728670614464 211.230419495572 285.086571666504 338.34569801652 28.0675451653526 835.557664506422 1814.40031878362
"283" 283 4450000 4550000 2.72439151429341 6.63109002791483 26.3782728816045 679.732033563044 15.2719620714011 -9.80553254573165 25.0774946171328 7.28645102736191 1.99772233474181 11.6005431108533 -4.97654664728397 1004.64618956602 118.905844572805 51.5197030669291 26.5711346347587 323.591788247724 173.093183063619 262.799129639814 257.315102063964 43.052684231684 725.679124211901 1675.82065060448
"284" 284 4550000 4550000 1.46410812330776 7.70022089323605 26.4840478205492 779.657647408324 15.8263641712707 -13.289398287292 29.1157624585627 9.89225135517664 -2.07895451488563 11.5248695961792 -7.70286171452064 731.372410511028 97.5584149116402 36.2098115439969 31.6250214452826 253.343780327992 120.101333420372 238.749636885396 158.032991072093 44.6469883034 594.202778842822 1465.60809601954
"285" 285 4650000 4550000 1.4463976679744 8.41657676834646 26.2686089981111 855.732795823903 17.066223681539 -14.9674326883771 32.0336563699161 11.9424311801635 -4.06178085316311 12.4049711907832 -8.78873921968257 643.69624414774 92.9093982695739 31.1647278803104 34.875835231043 236.555676427942 101.272384170273 234.388797388543 123.37449947971 44.3864074313299 546.662072736697 1397.52524679084
"286" 286 4750000 4550000 1.95798933217382 8.38281160329827 26.0096181339095 864.493891007535 17.6776675396655 -14.5130488374588 32.1907163771244 11.4018389527571 -3.74329017818922 13.0731255558882 -8.3002966938484 639.01657598465 87.5118256655631 31.2760526262749 33.2875040026341 229.052881454155 102.188532581069 221.306786474093 124.0001371767 36.4559782092213 549.364731557728 1451.65735341988
"287" 287 4850000 4550000 2.88671124097794 7.57866763680707 24.3903646667313 848.45875368761 18.0480546854761 -12.8636362795544 30.9116909650305 10.7324498999081 -3.07239680224244 13.8439102387255 -7.06296136028554 606.594949199768 76.3218770147574 30.242614658504 31.0702483758322 209.628034066959 98.2374557611064 194.056998440638 121.416250303917 20.1624973388383 612.911171017459 1584.15980219306
"288" 288 4950000 4550000 3.0800894404481 7.78966623837604 23.9990978588406 861.316060078917 18.8562244976144 -13.4543968514626 32.310621349077 11.9778514989298 -3.49762753346853 14.1585801275533 -7.13962736507103 542.641252689057 71.0372514479688 25.0516333177149 33.9670836851962 195.905179816853 82.5299675632708 186.700445042752 100.791351008628 26.3587876976498 707.409977918837 1720.74152266181
"289" 289 5050000 4550000 2.65305974560085 8.09315547748069 23.9963120804066 892.449962680088 19.1449329031888 -14.5654189639826 33.7103518671714 13.0165415508461 -3.95918991411401 14.1060434707756 -8.03922313664632 572.61717012548 77.5492304861806 26.4730478977939 34.7421921808515 210.567501833652 88.0596091114457 207.756197203706 103.979752250114 41.2491341269982 628.732377295633 1554.87705660033
"290" 290 5150000 4550000 2.51977834074194 7.77753310050203 22.8594076650611 923.491577366649 19.1257941006141 -14.8858727990004 34.0116668996144 13.9176277773767 -4.17730938843521 14.3234716927272 -8.63950973051587 615.617417934409 82.3679967272137 30.1183179894041 33.3287096602761 223.576323692386 97.8450686559002 223.07935674092 114.745409191239 40.1764679853286 554.825266325538 1365.18741257188
"291" 291 5250000 4550000 2.53037036033966 7.58635892621496 22.0989308331388 950.966496769451 19.1595190330374 -15.1506758574963 34.3101948905337 14.3197787666562 -4.16695636704348 14.6326293665038 -9.04398349932053 630.911650438142 82.0556279365534 32.4041154426576 31.5599139750137 223.117942426224 101.570742845981 222.793759143695 122.602378667813 36.9335670328982 528.35271747913 1293.85101211502
